order_id,customer_id,product_id,quantity,amount,order_date,status
6506,800,12,7,1139.44,2025-03-20,paid
10328,91,77,5,1768.29,2026-02-03,refunded
41659,200,111,9,722.87,2025-05-02,cancelled
24871,164,183,5,797.6,2025-09-18,cancelled
24763,786,84,1,1192.91,2026-02-20,pending
41909,206,185,7,441.1,2025-01-24,refunded
11212,734,158,9,1116.36,2025-11-09,paid
48285,569,59,3,1964.11,2025-03-14,refunded
37931,219,182,3,9.51,2024-10-13,
20773,555,7,9,102.47,2024-10-09,paid
4803,255,33,8,1279.95,2025-04-05,refunded
38277,431,21,6,1908.31,2026-01-05,pending
44731,890,86,6,149.57,2024-08-11,cancelled
42355,506,167,3,104.41,2025-04-23,cancelled
11359,10,27,10,1639.32,2024-08-11,paid
40283,,106,7,358.69,2024-06-03,refunded
36660,792,200,8,1765.62,2024-10-29,cancelled
36512,994,171,10,1304.0,2025-08-20,refunded
10818,127,123,2,163.88,2024-11-12,cancelled
10172,192,16,10,1699.02,2025-02-07,refunded
12448,412,75,10,1660.37,2024-06-26,paid
12930,795,133,6,638.5,2025-08-27,pending
48621,624,104,6,739.03,2026-03-29,cancelled
1682,244,39,8,731.33,2024-07-24,paid
49329,2,76,4,1232.34,2025-07-09,paid
18357,440,133,9,402.01,2024-09-17,refunded
426,321,159,2,1521.01,2025-03-28,refunded
36236,602,27,8,131.7,2024-10-07,paid
16497,280,186,7,937.96,2025-12-26,refunded
28764,408,129,1,304.66,2024-12-01,pending
4369,102,74,10,777.56,2024-07-15,cancelled
47965,210,19,5,427.56,2026-01-28,pending
23399,898,63,8,916.75,2025-11-14,cancelled
29963,377,29,6,438.94,2025-05-10,pending
14981,597,11,5,1601.82,2024-12-14,pending
21703,841,193,4,186.88,2024-06-11,paid
28727,903,2,8,1398.05,2025-01-22,refunded
9545,528,65,6,1346.89,2025-05-12,pending
42243,290,138,3,634.04,2024-07-01,cancelled
8513,636,122,3,525.01,2025-06-08,cancelled
12341,416,193,1,1843.87,2025-04-26,cancelled
21977,761,172,8,804.28,2024-06-11,paid
19661,126,102,10,1060.6,2025-05-17,refunded
40028,454,16,3,114.98,2025-09-11,refunded
34520,287,30,1,1888.2,not-a-date,refunded
35512,898,42,5,1289.9,2026-03-03,pending
38635,194,132,10,1112.44,2025-09-25,paid
30346,500,44,4,363.55,2025-03-08,refunded
37745,70,154,1,388.3,2026-03-28,pending
46302,128,45,3,1082.75,2025-12-23,paid
34459,688,160,6,1807.01,2026-04-01,cancelled
47171,687,105,10,1298.79,2024-11-17,cancelled
22534,654,121,9,469.77,2026-02-07,cancelled
14892,385,45,4,444.35,2024-08-03,paid
18464,116,193,4,1535.47,2026-02-27,paid
24951,326,157,8,1928.08,2025-03-22,cancelled
31709,131,70,4,1587.33,2026-02-27,refunded
538,160,58,6,1867.07,2026-01-16,paid
6529,357,84,7,475.94,2024-10-21,paid
11637,695,25,6,520.56,2024-07-12,cancelled
34389,284,126,10,919.43,2026-01-26,pending
13458,676,89,6,354.61,2026-03-14,pending
29108,69,97,5,1195.63,2024-08-12,paid
11068,912,165,9,1940.63,2024-09-01,cancelled
23987,440,120,5,274.94,2025-12-30,paid
43714,908,84,6,428.99,2025-12-20,cancelled
48139,144,146,5,566.04,2024-09-17,cancelled
47010,442,64,3,1354.7,2024-08-22,paid
47161,257,140,1,1512.71,2025-10-04,pending
12082,584,113,4,1348.65,2024-11-06,pending
9013,637,195,4,241.77,2024-10-06,pending
23364,427,154,2,1023.56,2026-01-03,pending
29669,202,193,9,1573.28,2025-08-30,refunded
33075,613,143,10,1474.06,2025-08-05,paid
39528,306,19,9,550.57,2025-04-30,paid
38122,185,18,1,859.48,2026-03-22,pending
1791,177,7,2,1259.55,2026-03-26,cancelled
15085,54,11,10,1822.72,2025-10-28,cancelled
15257,579,18,1,323.87,2025-04-10,refunded
41002,351,194,7,352.56,2024-05-02,pending
28829,202,192,6,398.59,2024-09-18,paid
8197,972,52,6,1219.31,2025-07-06,pending
39512,186,9,8,662.25,2026-01-24,cancelled
25785,553,55,8,484.11,2024-08-29,cancelled
44465,507,38,10,749.34,2024-07-09,refunded
16718,540,141,1,886.21,2024-12-27,cancelled
43903,124,82,8,577.46,2025-07-13,paid
19039,333,11,10,443.76,2024-10-28,cancelled
32314,709,31,9,560.16,2025-01-17,cancelled
9426,6,142,4,1270.2,2025-12-09,pending
33877,674,43,9,1847.18,2025-09-14,refunded
32090,475,152,8,243.71,2025-09-11,pending
33196,794,8,10,556.39,2025-02-16,pending
26053,816,133,6,1186.57,2024-05-09,cancelled
33185,106,28,9,708.83,2024-06-16,refunded
19853,13,118,2,,2025-12-02,paid
48064,863,192,10,996.0,2024-10-06,paid
25538,534,133,2,1247.79,2025-06-17,pending
25570,146,180,2,1571.94,2025-12-07,pending
49969,190,77,7,1210.25,2025-09-12,pending
2803,933,66,9,993.4,2024-12-21,refunded
44369,515,67,7,857.47,2025-09-16,refunded
39667,437,46,3,1359.04,2024-10-03,paid
30406,556,186,5,1354.68,15/03/2024,cancelled
31402,332,173,3,1952.89,2025-06-30,paid
6759,629,164,5,100.39,2024-09-13,cancelled
46606,255,75,10,174.22,2026-02-24,paid
30962,986,118,2,391.71,2026-02-22,pending
33101,864,3,6,33.78,2024-10-03,cancelled
19441,760,17,8,370.33,2025-12-07,paid
6868,472,162,7,687.51,2024-10-18,cancelled
35941,16,168,10,510.56,2025-07-27,cancelled
14831,994,83,8,1284.01,2026-03-08,refunded
26435,495,184,1,330.89,not-a-date,pending
16841,670,56,2,1080.58,2025-05-09,cancelled
9723,691,86,4,1681.71,2025-06-29,cancelled
33627,385,134,6,92.83,2025-01-09,refunded
4579,646,164,6,1756.09,2024-10-03,cancelled
45042,772,49,7,648.45,2024-10-26,pending
32015,578,151,5,100.98,2025-03-01,refunded
39637,55,126,3,57.48,2025-04-29,paid
32581,142,162,2,1923.75,2024-12-17,pending
21945,9,78,7,1664.62,2026-01-15,paid
49486,441,73,2,1778.22,2024-09-06,pending
952,595,99,8,351.02,2024-12-07,cancelled
39918,776,117,6,86.28,2025-02-15,cancelled
22870,648,110,8,685.64,2025-11-24,refunded
41411,934,173,9,129.94,2025-06-04,pending
2862,718,37,5,683.49,2024-11-26,cancelled
432,608,105,5,1083.16,2024-04-26,pending
48011,335,87,7,1569.73,2025-05-31,refunded
19341,35,164,1,1280.06,2025-06-27,paid
16630,986,3,6,271.26,15/03/2024,cancelled
6355,,10,5,1780.72,2025-05-07,refunded
3874,264,179,1,1687.58,2026-02-06,cancelled
21158,793,35,1,1420.96,2024-11-24,refunded
41077,781,104,10,210.36,2024-09-08,refunded
31625,12,125,6,1177.64,2025-12-16,refunded
40958,348,88,9,95.25,2026-01-15,pending
43765,283,121,9,1941.58,2025-08-31,paid
26743,236,148,3,305.45,2024-05-19,paid
34340,647,42,2,725.5,2025-09-07,paid
44029,1000,141,1,335.39,2025-12-02,cancelled
13572,315,142,10,1122.69,2025-01-24,cancelled
47724,291,177,10,941.57,2024-07-30,cancelled
12432,758,192,3,236.91,2025-06-27,paid
22941,927,177,6,580.56,2024-09-05,pending
22583,250,190,2,1455.7,2025-03-23,pending
43588,745,66,2,235.01,2025-09-13,refunded
38410,863,55,6,240.25,2025-06-05,refunded
14608,317,90,9,1682.04,2025-02-28,
11681,117,31,3,967.18,2025-12-10,refunded
46102,673,72,8,1472.26,2026-01-23,refunded
26489,86,6,6,1027.05,2024-11-24,paid
17401,958,106,10,1798.04,2024-10-26,cancelled
22150,229,77,6,861.67,2025-11-04,refunded
46406,741,121,7,868.65,2025-09-30,paid
3802,834,33,10,1045.43,2025-12-28,paid
14553,77,150,6,1130.57,2025-07-02,refunded
32496,952,5,2,160.64,2025-07-15,pending
45410,340,28,1,376.64,2025-08-31,cancelled
2606,487,87,8,1322.49,2025-07-27,pending
13994,320,56,9,247.8,2026-02-05,cancelled
34392,110,9,7,1039.91,2024-12-12,pending
33402,352,94,3,297.28,2025-05-09,paid
23977,4,50,3,747.14,2025-05-18,pending
26645,827,149,8,766.88,2026-01-19,refunded
16003,199,100,4,911.38,2025-01-07,pending
33380,715,121,2,1780.62,2025-12-06,pending
2683,648,54,10,73.05,2024-10-02,refunded
30400,207,168,1,356.72,2025-04-10,paid
2138,,112,3,1423.5,2026-04-03,refunded
28604,657,167,2,1304.61,2025-07-08,cancelled
2609,408,30,10,151.33,2024-06-15,paid
44679,361,103,5,701.42,2024-07-13,paid
14638,45,120,3,1254.27,2024-09-26,refunded
23268,482,175,7,,2025-11-17,cancelled
6157,290,144,7,1047.76,2024-07-08,paid
49660,655,159,4,527.04,2025-12-20,cancelled
1462,336,91,5,,2026-02-18,refunded
8925,79,22,4,671.31,2026-01-14,paid
40010,172,90,5,1662.5,2026-02-19,cancelled
2195,641,164,8,1458.57,2026-01-11,cancelled
21954,42,54,2,1065.32,2025-06-15,pending
32265,,73,1,829.47,2024-07-20,cancelled
49524,299,199,3,911.3,2026-02-26,refunded
24521,336,33,5,1731.63,2025-03-11,pending
9339,451,30,7,103.36,2025-06-15,pending
18772,82,127,8,1179.82,2025-12-29,cancelled
47458,67,199,8,1631.39,2025-10-08,pending
32604,226,1,5,1890.32,2026-03-11,cancelled
4015,934,32,7,1399.02,2025-01-01,pending
41773,265,36,1,1675.64,2024-12-17,paid
20595,125,5,2,1903.41,2025-12-15,cancelled
12002,744,80,5,1758.96,2024-11-10,cancelled
41682,257,151,2,859.59,2024-11-02,pending
34997,450,116,6,1277.77,2025-11-26,pending
19226,191,132,6,1662.88,2024-12-24,pending
29635,238,115,3,1323.17,2025-10-27,cancelled
17297,880,132,3,,2024-12-27,refunded
48355,65,189,5,1606.76,2024-06-23,pending
43042,519,90,1,850.37,2024-11-25,pending
12035,,156,5,1152.19,2025-02-13,pending
37233,101,154,8,1244.57,2025-12-29,cancelled
37829,825,168,4,1011.47,2026-04-09,pending
2854,539,95,3,49.41,2024-06-05,cancelled
41595,222,188,2,1841.67,2025-10-17,pending
41083,483,109,4,1348.02,2025-01-17,pending
17798,706,99,4,1478.4,2025-03-23,paid
14769,390,112,4,746.72,2025-06-07,pending
27009,344,102,7,489.94,2024-07-18,cancelled
39749,500,179,5,1905.37,2024-12-28,paid
35562,613,38,6,738.74,2026-01-06,cancelled
46380,133,59,6,1901.85,2025-01-06,paid
1919,739,36,10,591.03,2025-09-10,refunded
37430,846,30,10,854.79,2025-09-30,paid
31740,208,157,3,752.62,2024-12-30,
8813,18,152,8,1970.28,2024-10-20,pending
41482,938,197,9,45.32,2025-12-12,refunded
19324,845,121,8,1991.32,2025-10-28,cancelled
35689,74,149,6,1582.42,2024-12-23,cancelled
28216,327,60,1,1028.69,2025-07-04,refunded
46256,874,79,6,676.04,2026-03-07,paid
6804,242,90,4,399.57,2025-01-17,cancelled
32694,484,184,3,1139.07,2025-01-10,pending
47423,760,185,3,36.37,2025-09-17,pending
31787,307,20,7,745.56,2024-10-30,cancelled
10514,408,157,6,1613.61,2025-03-03,refunded
40346,414,67,2,1636.51,2025-03-07,pending
1381,744,57,8,444.89,2024-11-04,cancelled
23717,431,191,5,980.84,2025-04-04,pending
31275,838,107,6,1435.79,2026-04-04,cancelled
12894,278,66,3,35.87,2024-10-09,paid
44461,874,120,9,192.75,2024-13-01,cancelled
34736,206,192,7,1853.98,2026-03-19,paid
1147,716,85,2,1875.77,2025-09-15,paid
15000,891,175,7,1803.8,2025-04-30,cancelled
10708,894,173,6,956.58,2026-02-06,pending
22315,537,92,2,1301.1,2026-03-29,cancelled
5862,670,137,7,72.89,2026-01-10,paid
8359,621,79,8,1570.77,2026-02-03,pending
8168,138,100,9,1170.9,2025-01-14,refunded
19493,215,26,9,998.91,2025-10-22,paid
9387,278,169,1,520.32,2024-11-12,cancelled
47037,763,148,3,210.87,2024-09-21,paid
37604,922,184,1,452.53,2024-04-22,cancelled
35227,409,21,1,84.71,2025-10-20,pending
13096,916,62,8,1108.4,2025-02-06,paid
7249,667,93,8,1966.03,2024-11-29,refunded
13799,179,20,5,481.37,2025-04-27,cancelled
39834,913,19,6,1320.44,2024-06-20,paid
45468,48,68,10,387.0,2025-04-04,cancelled
3006,186,124,9,1982.87,2025-02-02,paid
14503,823,179,3,504.61,2024-05-26,refunded
3435,90,21,5,463.8,2024-11-14,paid
34015,771,35,5,90.46,2025-10-06,paid
43817,231,186,10,1551.9,2024-11-08,cancelled
3607,979,188,5,48.86,2024-05-24,refunded
34388,482,9,7,745.38,2025-05-13,cancelled
12854,947,87,5,1122.56,2024-08-23,refunded
27585,405,108,3,1470.17,2024-08-03,paid
16027,608,133,7,934.27,2024-06-04,pending
45931,605,33,7,299.26,2025-08-29,refunded
20373,435,9,5,544.37,2024-05-10,refunded
43152,,87,8,1651.5,2024-09-28,paid
1993,379,194,10,626.11,2025-07-20,paid
12530,619,179,10,805.13,2025-07-21,pending
3815,467,150,1,1311.48,2025-08-29,refunded
36196,893,146,6,1672.1,2025-11-07,pending
23284,868,20,7,1421.39,2025-03-10,refunded
43753,623,77,3,698.56,2025-02-07,refunded
18183,116,113,2,950.18,2025-05-29,pending
29791,730,18,6,1122.2,2025-03-01,refunded
2495,724,28,3,1743.35,2025-05-20,paid
2697,70,134,4,1759.17,2026-01-29,pending
25991,457,157,1,1490.19,2025-11-03,paid
3987,618,23,2,831.31,2025-05-12,refunded
890,946,126,4,1177.21,2024-10-17,paid
47977,833,135,4,1192.75,2024-08-03,refunded
22333,158,60,10,167.2,2025-10-24,paid
28864,941,60,3,1668.28,2025-09-09,pending
42631,213,197,6,1371.4,2024-04-12,paid
6392,892,15,1,303.41,2024-05-14,cancelled
13824,327,136,6,928.44,2025-04-05,refunded
42412,501,61,10,145.5,2024-11-26,cancelled
4305,208,194,5,1822.26,2024-12-05,pending
31837,242,11,8,816.6,2025-04-16,cancelled
9787,291,47,1,571.77,2024-11-12,paid
48068,386,186,7,579.56,2025-08-12,paid
62,132,150,7,820.48,15/03/2024,paid
46846,620,84,8,1644.58,2025-10-08,refunded
36892,983,200,10,1142.68,2025-01-22,refunded
48476,532,75,10,191.22,2024-06-11,cancelled
30311,707,130,6,1266.93,2025-10-12,pending
31484,944,106,2,914.96,2024-05-12,pending
10415,916,4,7,387.97,2026-03-27,cancelled
35224,349,148,8,1522.03,2026-01-30,pending
21214,882,58,8,156.94,2024-11-29,pending
19073,808,136,6,93.74,2024-10-28,paid
11413,684,87,10,1799.14,2025-05-25,refunded
14547,323,135,2,71.91,2024-05-18,pending
23064,830,147,7,936.57,2025-06-26,pending
31859,,164,1,1024.61,not-a-date,refunded
29118,101,122,4,202.03,2025-06-19,refunded
41629,212,106,8,1673.53,2024-06-17,refunded
24696,501,198,1,370.4,2025-08-09,pending
20918,277,200,2,1617.23,2025-03-25,cancelled
38942,420,16,3,417.18,2025-01-06,pending
5999,141,38,1,817.2,2025-07-16,paid
41403,26,172,4,472.93,2026-02-09,refunded
22270,900,9,4,1558.44,2024-12-29,refunded
45308,999,78,5,1406.0,2025-08-05,refunded
30190,59,157,7,136.48,2026-01-13,cancelled
34528,152,120,10,1792.86,2025-02-12,cancelled
11331,607,2,7,381.51,2025-02-25,cancelled
26888,823,154,7,146.19,2025-07-25,refunded
15510,250,124,7,375.32,2024-11-25,refunded
34524,580,37,7,759.93,2026-01-29,cancelled
25458,463,122,5,677.58,2025-09-18,cancelled
17517,960,179,9,1518.85,2025-01-10,paid
43023,287,100,1,543.57,2025-06-16,paid
36865,557,98,10,232.31,2025-04-12,cancelled
2988,886,75,2,182.6,2025-09-18,pending
13330,882,47,9,743.16,2024-08-05,cancelled
49602,160,167,1,388.74,2024-07-26,pending
46765,149,100,8,1887.28,2024-08-25,cancelled
9116,634,131,3,1855.51,2024-09-08,refunded
27722,606,56,7,580.1,2025-02-16,cancelled
36889,814,66,1,633.89,2025-06-09,pending
25115,170,17,5,93.24,2026-02-25,paid
33671,229,38,7,669.77,2025-08-21,cancelled
16306,594,92,7,1611.18,2025-11-29,paid
8757,306,175,6,533.56,2024-09-20,cancelled
44871,419,172,1,539.08,2026-03-26,cancelled
37470,359,143,5,232.66,2025-05-05,pending
45921,186,7,9,233.95,2025-07-11,refunded
44278,,109,8,493.48,2024-04-13,pending
46248,940,162,5,,2024-07-14,paid
15530,851,156,5,1763.75,2025-12-02,paid
23160,871,174,6,1810.49,2025-11-16,pending
45979,287,4,3,,2025-04-26,refunded
19439,642,139,10,377.97,2024-05-04,paid
39856,687,151,1,1665.85,2025-04-24,cancelled
7260,139,147,1,779.87,2025-11-28,paid
34623,118,178,6,1278.76,2025-02-14,pending
44019,916,46,8,595.2,2024-05-21,pending
10871,190,41,2,699.91,2024-05-21,pending
30563,561,58,8,626.98,2024-10-31,paid
17065,892,187,10,1775.44,2025-10-01,refunded
14349,526,83,10,1291.84,2024-11-11,pending
750,57,94,2,265.61,2025-08-10,refunded
10134,167,104,3,1878.08,2025-04-22,pending
44032,331,50,8,55.73,2026-03-18,refunded
23275,17,107,5,1857.04,2026-01-20,pending
1808,495,163,9,1887.03,2026-01-08,refunded
43337,450,152,9,551.26,2024-11-26,cancelled
3545,548,162,9,232.36,2024-08-21,paid
25958,87,146,5,327.71,2024-05-05,refunded
22344,507,58,3,386.6,2025-05-11,pending
12928,287,82,1,1510.62,2025-03-28,pending
35108,931,5,3,342.31,2024-12-18,pending
20625,538,154,5,1654.5,2025-10-29,cancelled
13600,722,47,10,1531.72,2025-03-21,refunded
41299,766,112,6,1149.23,2026-04-08,refunded
36225,321,135,2,1380.82,not-a-date,pending
47387,341,165,7,1840.06,2025-02-10,paid
11010,320,197,9,1216.76,2025-09-23,pending
14339,959,168,8,97.04,2025-12-30,paid
45753,482,85,9,881.11,2025-11-17,cancelled
44653,600,153,3,496.02,2025-08-13,cancelled
31454,927,13,4,1109.18,2025-05-22,refunded
27292,772,122,3,378.7,2025-08-07,paid
46189,438,158,4,1359.29,2024-06-29,paid
42421,395,191,8,815.4,2025-09-08,cancelled
13764,431,9,10,249.75,2025-04-16,paid
22243,300,36,4,54.54,2024-11-24,pending
31533,35,133,1,1522.34,2025-08-17,cancelled
12072,340,38,1,659.8,2024-11-04,cancelled
36073,888,92,4,919.53,2024-10-10,refunded
21173,659,132,4,1398.41,2025-01-10,pending
36650,944,185,5,1921.55,2025-05-13,pending
16560,914,144,9,666.44,not-a-date,paid
25011,817,9,5,292.42,2025-03-27,pending
4880,116,173,10,898.02,2025-01-11,paid
28084,254,139,10,690.35,2024-05-29,pending
33532,884,44,8,843.19,2025-06-27,refunded
19934,762,144,4,425.19,2024-06-19,paid
49145,432,62,7,657.36,15/03/2024,pending
35282,188,10,4,649.94,2024-11-09,pending
5698,702,101,9,1077.78,2026-04-01,pending
40696,457,114,8,272.18,2025-12-24,paid
47042,439,158,7,610.77,2024-07-17,cancelled
42516,99,196,2,407.22,2024-08-05,refunded
7855,999,3,4,1026.28,2024-09-07,paid
11273,380,146,10,1061.04,2025-08-04,paid
40290,874,101,8,1766.76,2025-06-06,refunded
29129,97,187,6,1724.32,2024-10-12,pending
21404,493,75,6,1072.79,2024-04-12,refunded
49158,663,89,7,29.68,2026-01-29,cancelled
41859,892,161,10,1222.31,2025-12-15,refunded
14517,264,102,5,1312.94,2025-10-19,refunded
25841,493,81,2,314.4,2025-08-09,cancelled
1200,629,83,6,461.63,2024-10-24,cancelled
46925,667,145,2,772.68,2026-01-20,refunded
12474,215,24,4,543.54,2025-01-04,cancelled
10656,100,62,4,1560.89,2025-02-01,refunded
44343,262,32,4,8.24,2025-09-10,pending
11693,714,51,9,1303.68,2024-04-14,pending
29169,48,50,3,66.38,2024-13-01,refunded
511,621,65,7,128.48,2024-09-01,refunded
40272,654,33,2,91.08,2025-08-13,refunded
9107,744,83,8,159.62,2024-08-11,pending
20481,605,30,5,565.91,2024-06-05,refunded
26873,452,101,4,1446.65,2025-04-06,pending
15968,391,68,5,52.72,2024-11-03,cancelled
43964,424,149,4,897.45,2024-04-29,paid
29862,21,39,5,1439.26,2025-05-16,cancelled
47046,489,89,10,8.05,2024-07-22,refunded
42512,531,2,10,1969.09,2025-02-10,paid
17978,191,26,10,1757.99,2024-04-30,paid
48613,436,173,5,1708.36,2024-09-01,pending
41944,383,28,8,1567.58,2024-10-01,paid
23771,571,50,2,1043.29,2025-03-25,
6289,518,47,8,1161.64,2025-01-26,pending
11641,747,179,5,922.61,2024-06-01,cancelled
40669,475,180,2,1317.49,2026-02-20,pending
43957,446,165,5,386.68,2024-10-22,refunded
16035,986,103,6,1483.68,2026-02-11,pending
10381,2,35,10,995.7,2025-03-26,paid
27992,487,13,10,1532.3,2024-04-13,paid
48185,459,51,1,953.06,2025-03-21,paid
21083,31,197,8,1198.94,2025-01-20,refunded
16690,327,45,3,1616.9,2025-05-08,pending
12075,611,148,3,589.15,2025-06-19,pending
42844,941,151,9,502.93,2026-01-09,paid
34351,598,162,5,1263.37,2026-01-15,cancelled
23274,331,69,9,568.57,2024-08-02,pending
18052,574,52,4,1801.3,2026-03-23,refunded
42952,77,17,8,941.64,2024-09-12,pending
34539,443,63,2,1144.38,2025-05-05,paid
18943,345,166,3,459.02,2025-11-22,refunded
6114,856,93,1,1260.65,2024-04-17,pending
49436,507,5,6,395.84,2025-05-27,cancelled
40090,595,67,7,676.27,2024-07-19,refunded
9449,431,40,9,750.97,not-a-date,pending
5079,721,163,6,970.57,2025-09-15,paid
6351,651,164,2,,2025-11-20,pending
15816,705,171,9,1419.91,2024-08-06,refunded
28719,442,51,9,1446.35,2026-02-01,pending
12141,32,132,7,122.2,2025-09-09,paid
4551,747,81,4,1306.47,2024-11-03,refunded
2789,900,83,8,791.19,2024-05-13,refunded
3310,428,144,5,551.56,2024-11-04,pending
25442,143,111,10,1271.09,2024-06-13,refunded
25950,957,156,4,380.27,2025-01-16,cancelled
9162,203,185,2,844.46,2025-10-18,refunded
2099,421,87,6,320.61,2024-12-12,cancelled
48069,762,192,9,1198.9,2024-07-16,paid
12499,229,113,6,1296.46,2024-13-01,cancelled
20286,164,108,8,516.84,2026-01-17,refunded
32558,462,4,1,250.15,2025-11-02,cancelled
21956,982,2,8,975.77,2025-02-19,pending
31606,596,104,7,30.64,2026-01-08,refunded
33596,460,63,3,1640.1,2025-04-29,pending
15379,544,114,2,1652.27,2025-09-07,refunded
32741,632,97,9,1441.24,2025-05-14,cancelled
23792,622,75,2,1192.9,2025-07-29,pending
16830,623,137,5,1864.76,2024-05-24,refunded
31591,327,44,5,1485.89,2025-06-14,paid
40378,157,139,8,1398.07,2025-07-16,refunded
33683,437,83,3,705.31,2025-09-25,cancelled
11453,913,122,3,906.63,2025-10-24,refunded
25356,295,10,9,1819.34,2025-11-09,pending
28463,811,103,6,1050.24,2025-07-25,cancelled
39643,790,199,1,1667.86,2025-09-15,paid
1628,965,189,4,620.09,2025-12-03,refunded
49978,322,45,4,745.92,2026-01-21,pending
554,478,138,3,1501.78,2025-03-09,pending
28676,902,151,1,1107.71,2024-06-14,cancelled
24638,809,62,7,1153.34,2026-02-07,cancelled
34681,446,82,6,1062.73,2025-09-19,
49468,399,168,1,1206.27,2025-12-19,cancelled
39407,117,47,10,1296.0,2026-04-03,cancelled
916,871,134,1,1678.09,2025-02-12,pending
40566,263,114,3,1487.72,2025-01-21,paid
18958,714,37,6,1616.9,2025-10-12,cancelled
9573,491,158,2,498.13,2024-11-16,paid
39551,446,37,1,1164.55,2024-11-20,refunded
39923,736,96,8,711.92,2025-05-23,refunded
39940,364,123,4,1539.28,2025-05-08,paid
42410,280,147,6,416.23,2024-11-12,refunded
36823,356,152,4,1150.03,2024-09-29,pending
22745,973,149,3,913.69,2025-01-29,pending
1989,179,110,6,1932.01,2024-08-14,refunded
15533,762,105,5,1925.5,not-a-date,refunded
24994,88,155,9,162.79,2026-02-05,paid
3645,,22,3,1537.86,2025-10-13,refunded
6110,479,185,6,1770.36,2024-04-15,cancelled
11263,697,75,7,1230.43,2024-08-20,pending
42592,496,194,6,555.14,2024-10-27,cancelled
8700,590,4,2,160.9,2025-04-05,pending
8448,556,36,9,1696.54,2025-06-17,cancelled
49885,979,32,1,778.5,2025-10-13,pending
40818,540,45,8,1918.25,2024-11-21,paid
36175,449,198,10,724.46,2025-02-21,cancelled
40344,89,97,2,1738.08,2024-04-09,refunded
12117,745,155,7,1804.35,2026-03-01,refunded
12332,775,132,2,687.62,2026-03-06,paid
10385,806,15,8,660.2,2025-12-20,refunded
24342,,182,2,844.76,2025-05-08,refunded
2861,151,112,5,1978.68,2025-03-03,paid
19426,263,126,8,830.41,2025-02-01,paid
2307,233,130,3,554.03,2025-01-08,paid
43248,352,29,10,,2024-09-15,cancelled
5568,841,193,4,1763.21,2025-01-09,refunded
41549,411,185,10,,not-a-date,cancelled
8759,465,19,4,280.18,2026-02-08,cancelled
4417,992,193,5,1717.82,2026-04-07,paid
47528,533,182,8,1151.28,2024-06-11,refunded
25342,,41,10,1193.37,2024-06-21,paid
43331,707,163,5,852.84,2025-07-16,paid
32081,443,96,6,1606.98,2025-02-26,refunded
47386,313,163,4,1779.55,2024-09-12,cancelled
28710,859,83,7,1733.93,2024-11-12,pending
14113,597,98,6,606.53,2026-01-04,cancelled
46156,784,175,6,277.27,2026-02-25,pending
28814,630,112,7,1927.47,2026-03-04,pending
37361,643,79,9,935.85,2025-01-18,cancelled
25291,484,4,2,1335.31,2025-11-04,
13591,632,5,9,594.03,2026-03-24,refunded
12838,92,49,5,802.29,2024-09-18,pending
3517,985,122,10,1348.44,2025-11-01,pending
24417,382,140,7,1893.06,2024-12-15,refunded
10855,115,43,6,531.28,2025-02-21,paid
38929,679,125,8,1123.57,2025-09-12,pending
46160,196,74,1,1207.95,2025-08-04,cancelled
21306,455,72,9,900.95,2024-05-07,cancelled
42431,490,165,8,681.13,2025-11-29,cancelled
24936,749,96,10,298.85,2025-01-26,paid
14737,423,185,5,399.08,2024-04-14,cancelled
36629,352,192,1,199.42,2025-10-21,refunded
37080,111,51,4,1991.78,2025-07-07,cancelled
26616,128,107,6,670.38,2024-10-13,paid
3375,875,134,10,505.18,2024-09-22,paid
27524,552,26,4,705.26,2025-04-13,pending
30844,190,118,6,1737.88,2025-04-15,cancelled
47105,,124,5,1246.03,2025-02-12,refunded
19499,922,43,6,1818.3,2025-07-12,pending
15144,478,179,6,152.28,2025-03-05,cancelled
46707,520,159,1,699.72,2025-10-15,cancelled
17084,84,71,10,888.26,2025-10-11,paid
36037,625,111,2,1326.04,2024-09-17,paid
21584,545,59,1,863.13,2024-05-03,paid
28080,938,98,10,1563.69,2025-10-24,pending
46552,530,184,6,1673.08,2024-10-18,pending
37303,146,42,5,1608.33,2025-06-04,paid
28842,48,157,1,1432.76,2025-10-14,paid
48823,272,155,10,1127.65,2026-03-22,paid
45491,328,108,2,1659.0,2024-08-07,pending
1105,557,35,7,778.18,2025-05-22,refunded
15643,718,33,7,703.62,2024-10-09,pending
26744,729,135,9,197.16,2025-01-12,refunded
8438,481,97,6,139.43,2024-05-24,cancelled
30361,420,85,10,1075.01,2025-02-28,pending
19743,559,186,2,15.78,2025-10-20,cancelled
47038,620,45,6,1457.2,2024-12-16,pending
40565,78,96,7,337.49,2025-07-22,paid
8797,41,95,8,1316.44,2026-04-04,refunded
21324,478,22,3,1953.33,2024-11-06,pending
16683,758,89,7,1164.44,2024-07-09,cancelled
27186,956,197,10,960.7,2025-02-22,refunded
45544,556,179,10,1592.53,2024-11-25,cancelled
35454,710,68,7,981.83,2024-10-14,paid
14442,153,138,6,548.92,2025-05-01,cancelled
44727,907,1,3,831.71,2026-02-22,paid
14907,382,150,1,1618.15,2024-05-15,paid
26141,692,7,6,875.94,2025-03-07,cancelled
13486,770,186,3,100.04,2025-02-06,paid
34266,412,146,6,1850.12,2024-08-14,cancelled
